Id,SalePrice
1461,126996.71602968656
1462,156361.52963638675
1463,175052.92594586374
1464,192290.98762557268
1465,197512.58004830324
1466,175901.4602140523
1467,172771.09803282277
1468,169758.88146654674
1469,182567.81661532886
1470,121673.10750686782
1471,202185.51331816197
1472,93597.82576233256
1473,100834.05631841284
1474,151197.9733876473
1475,108372.67268317514
1476,369495.72505684715
1477,251563.13693974086
1478,284748.32314975344
1479,271939.47163967753
1480,525592.0693527218
1481,326402.03915217443
1482,206934.94273968914
1483,182881.29882811467
1484,167006.76992969305
1485,181366.85077344687
1486,193304.00916517392
1487,322182.87607267697
1488,230431.533407088
1489,196599.18607911328
1490,236573.74572961903
1491,193518.49336186974
1492,92070.59920950439
1493,172595.75755888122
1494,297861.89660857106
1495,283635.0949088748
1496,240197.27388993092
1497,178484.6540985912
1498,160291.86480191455
1499,151404.28902853074
1500,157240.95832667866
1501,178368.39428671886
1502,155406.6139874263
1503,279487.68108352454
1504,228249.91845785384
1505,222224.6495890492
1506,179356.37744154793
1507,256699.2295274215
1508,199772.8767298714
1509,162331.2260981407
1510,149566.24148368192
1511,159013.0440102701
1512,173565.26630837467
1513,141851.38209989478
1514,158577.43263591133
1515,195528.13495311045
1516,154465.3244133986
1517,155534.90230996866
1518,134093.60157602408
1519,218967.49827899737
1520,133486.46383388946
1521,137254.34562644034
1522,171658.21646673893
1523,117145.5865795751
1524,121111.3010908888
1525,124350.47510036333
1526,118735.06147526187
1527,108165.49122089935
1528,133400.6749637844
1529,151743.2384779676
1530,173932.30756137025
1531,113648.6141958397
1532,98054.7103061407
1533,147869.98497643202
1534,123975.55206809884
1535,150858.8185052094
1536,112908.91225061694
1537,71336.88948365375
1538,148956.75303655403
1539,194469.3474220283
1540,94426.80952081717
1541,133926.0110380438
1542,149661.54260354998
1543,185334.46965579566
1544,81344.34641950521
1545,110174.09922874963
1546,122110.50544452897
1547,134678.42911810003
1548,131741.9995806565
1549,109339.69782560332
1550,141898.85385579188
1551,112210.59199958514
1552,139877.15023377145
1553,138218.59905703418
1554,113196.77431824325
1555,173572.43566922843
1556,82931.07670346179
1557,110189.14483377563
1558,92616.82498211494
1559,74180.23726289126
1560,137663.33878385977
1561,141905.9649319326
1562,131179.2562048024
1563,119141.05464839716
1564,163874.1013721172
1565,151483.36720032722
1566,230593.5036420275
1567,81814.12948040929
1568,245599.64850139138
1569,146637.67142201358
1570,141941.8808703663
1571,118161.44290861607
1572,144334.81119006383
1573,246880.29021744206
1574,114203.3452020872
1575,208740.07439254507
1576,242168.48149407134
1577,189337.53008883682
1578,146009.38892015984
1579,146602.9727662536
1580,186766.18035923762
1581,149069.82507032424
1582,130882.00918467456
1583,322620.6358095865
1584,231792.32764017125
1585,144152.3929101234
1586,75066.16540437526
1587,107822.37179765511
1588,144287.69860544606
1589,97715.42722217557
1590,137191.09120414825
1591,97014.88441884576
1592,118842.18232136445
1593,122631.93068546269
1594,118449.8413903622
1595,113752.59047994847
1596,235974.64507997248
1597,182189.5088522844
1598,192971.00726899333
1599,164948.83907976202
1600,169333.46497206006
1601,74255.75575997717
1602,107651.90288227338
1603,71735.98925130401
1604,263418.5273610625
1605,242648.51860475604
1606,164624.10172812152
1607,166406.10654524574
1608,208495.35662766933
1609,187656.5742685834
1610,152101.23856508467
1611,142875.53707211386
1612,177692.7312288886
1613,165637.08608120534
1614,111637.09856665935
1615,84237.94961377606
1616,74236.13145155854
1617,87946.81767455387
1618,122284.17202166538
1619,138680.27749467126
1620,156504.44683273512
1621,144151.4183804039
1622,140894.551872754
1623,271307.2384486739
1624,230921.60181275167
1625,119603.03500505831
1626,169267.93034401513
1627,186150.80638747424
1628,271869.31033334107
1629,172152.91669116856
1630,367553.66211534786
1631,216214.53510668525
1632,238955.25552886282
1633,172851.54647996742
1634,186828.31852775812
1635,176384.75488596145
1636,167247.1939231304
1637,194986.9868094091
1638,194516.00125763472
1639,186912.874497564
1640,248658.3988378654
1641,176944.59430522964
1642,227061.85298266067
1643,222282.15989215355
1644,223145.12064838374
1645,219288.69888028377
1646,152041.0630222047
1647,157335.48067955615
1648,135478.78194200344
1649,139543.67130893536
1650,113250.3485266129
1651,119488.14675909285
1652,94674.66935171305
1653,102023.0478646048
1654,153977.67345741935
1655,142032.4357438742
1656,144666.05018274448
1657,155264.91767698346
1658,152669.00400858745
1659,117499.27778367173
1660,151598.7232752645
1661,486036.15299965267
1662,420125.13957555074
1663,392547.4518483126
1664,538093.3349115038
1665,317594.996776928
1666,331268.4203679967
1667,391794.4540729301
1668,358253.69291629916
1669,282107.4846878014
1670,353479.28282125125
1671,281429.8837134701
1672,451063.2856164898
1673,310598.4544922203
1674,240496.36121763437
1675,200960.16914374245
1676,194149.92196577988
1677,216462.8446883725
1678,488078.0969372871
1679,403293.2886845501
1680,358417.6715688304
1681,237067.92999917828
1682,302751.0502263426
1683,185220.7756223051
1684,178322.79205094854
1685,176384.75488596145
1686,175990.1766381012
1687,170613.70639545357
1688,191128.27315716588
1689,184899.0514369247
1690,187220.13981979786
1691,178623.56289307642
1692,250813.1454761521
1693,170613.70639545357
1694,177162.3955835962
1695,169097.09227771484
1696,277591.74122941715
1697,171035.00075244848
1698,381905.8699814984
1699,333923.59973855934
1700,260092.5415095463
1701,269509.1784956464
1702,248573.39424573292
1703,249304.3059251767
1704,312175.8944036094
1705,225776.50806565044
1706,331603.0839970349
1707,219814.51029174417
1708,215849.19194423515
1709,261324.8544716157
1710,214109.12292269475
1711,261026.4604829073
1712,273567.2338164144
1713,275466.72564699507
1714,216103.21915632175
1715,200605.89494247583
1716,178911.55405659287
1717,171266.91284270465
1718,135157.53909658338
1719,204528.30240107386
1720,238241.4500290845
1721,152905.6118567057
1722,121269.6491208811
1723,154448.5067488826
1724,211016.25255219612
1725,236373.54814073446
1726,191973.03669936207
1727,172777.00429787827
1728,180587.5746119486
1729,167529.38489928076
1730,153407.90887750642
1731,121792.77685754112
1732,131250.94523917543
1733,115477.75000612586
1734,121337.99258554072
1735,130120.88282909208
1736,119246.94299693043
1737,345015.573191478
1738,233868.51094357626
1739,262064.44913286789
1740,233781.9596957613
1741,191479.7797866065
1742,173976.83518735587
1743,173993.4680955347
1744,312323.000615905
1745,221560.95859412543
1746,194263.83644949822
1747,219560.89459038
1748,224756.87342487293
1749,155316.12664326106
1750,132927.84921065468
1751,244413.20679681955
1752,120456.27900243562
1753,152949.75921546554
1754,194864.26482141364
1755,168848.12181492944
1756,128882.59626778477
1757,117383.70686360079
1758,143832.84387548102
1759,160671.3564570861
1760,166450.03341902292
1761,146299.72487749526
1762,176543.57606844505
1763,171684.01436374465
1764,117189.80440532674
1765,152304.5285755591
1766,183029.2104375713
1767,225749.92875261442
1768,141341.84140373225
1769,167295.6838610048
1770,152373.34636994952
1771,124962.6529192626
1772,137374.28762892177
1773,129846.85264169074
1774,145141.7528901463
1775,139520.5722510121
1776,122629.76011178587
1777,119347.65914786188
1778,135037.74927893287
1779,120835.42744133015
1780,171557.02380046583
1781,131239.2089285485
1782,96449.6225365652
1783,146277.30446066902
1784,108624.07078191245
1785,124324.61586464867
1786,148168.48736286876
1787,162770.6038804001
1788,56767.227963766665
1789,111579.0674817161
1790,81749.53503193021
1791,182189.5088522844
1792,154316.2222789788
1793,135342.81325698592
1794,143182.74343776563
1795,135760.75012041864
1796,121636.475373599
1797,120419.68870743152
1798,127630.3816776563
1799,108519.39136549897
1800,133945.57993504798
1801,133450.38460243348
1802,128871.69423938626
1803,154495.2405482456
1804,145795.98556432244
1805,137492.6957709855
1806,125391.72199804513
1807,133512.10583635457
1808,118388.13426471617
1809,115334.89856402559
1810,142077.20711851033
1811,109132.79191893079
1812,98057.20462492626
1813,119733.00487421906
1814,98999.99562506196
1815,49819.37079106172
1816,96710.78401359204
1817,113815.0499164049
1818,140786.88274159364
1819,122804.16517118401
1820,63464.27662376301
1821,109738.96378969695
1822,152185.3132960655
1823,36911.97590119217
1824,131997.90835589607
1825,137186.68782092928
1826,95166.52648169125
1827,105260.95960755252
1828,136462.6316461153
1829,118881.15333822786
1830,138183.4313111551
1831,143341.5991320508
1832,90407.82349540648
1833,138714.701078463
1834,122232.63603959387
1835,116070.83006118929
1836,118961.73555218684
1837,90295.2954350279
1838,120134.43862557496
1839,94751.3837993724
1840,146923.11213319298
1841,133672.1615869147
1842,82131.60733638312
1843,137848.01564436228
1844,137153.53593305926
1845,143248.9621532965
1846,156073.35858534466
1847,166683.37665939442
1848,51815.41124041942
1849,107925.90598057654
1850,120794.07026468692
1851,151329.77574730443
1852,124902.25342150933
1853,131559.64597030176
1854,165392.53631386004
1855,150767.18859431244
1856,221952.83553286042
1857,158579.88940093864
1858,139502.84907407328
1859,116587.91892151195
1860,153407.90887750642
1861,121607.5783777972
1862,269512.9517552635
1863,252325.21998394525
1864,252325.21998394525
1865,328403.2914564208
1866,333363.90729737974
1867,233022.1895410342
1868,322457.0066987611
1869,201624.152794251
1870,216366.7070889628
1871,243495.05077008906
1872,175901.4602140523
1873,235235.45895661376
1874,150514.95472740228
1875,192502.00475118152
1876,197994.49966828083
1877,216867.78528135095
1878,203903.09746299652
1879,132630.7088751074
1880,136922.1157081289
1881,255644.71134426817
1882,245502.46962049458
1883,197023.39231770448
1884,215161.8760298108
1885,248182.2800776565
1886,289658.60225148103
1887,205257.82948577323
1888,284555.7387655456
1889,175461.12725329908
1890,133473.31582646546
1891,132949.5753978029
1892,108247.28385646966
1893,132691.34582217608
1894,116147.67625812924
1895,141408.91410206826
1896,122134.7367906221
1897,116112.70852898649
1898,107372.84052388277
1899,149794.40543530296
1900,134704.40660391634
1901,167302.03631844334
1902,145001.25930153293
1903,227399.15371474146
1904,137501.5677230469
1905,188590.83898103164
1906,148482.5999900464
1907,208211.97605488362
1908,106873.20995387548
1909,131462.9443878209
1910,121682.86201471291
1911,211204.5162068448
1912,323267.44020187296
1913,148810.13650777133
1914,52707.956971909654
1915,333938.4090657218
1916,73679.11571741583
1917,247101.4756221665
1918,138680.27749467126
1919,168216.5896074141
1920,166493.19682833116
1921,400569.06921254523
1922,315312.9164948141
1923,229798.8385003537
1924,227623.79513791486
1925,207709.30181396348
1926,369793.00358124165
1927,137298.00090530553
1928,164093.04417109568
1929,126238.47006394056
1930,136655.05330593456
1931,142459.01464797262
1932,141725.27967913076
1933,175817.6091670546
1934,176563.25948918486
1935,171732.62031515402
1936,184137.38424754067
1937,176384.75488596145
1938,173716.75529701076
1939,236757.35836160608
1940,191717.90525746628
1941,173660.54325972515
1942,179641.00753778778
1943,201194.85353054613
1944,346878.1608296957
1945,398597.7872457589
1946,147982.47788366597
1947,234846.9069152423
1948,162064.20578466295
1949,252496.41058360637
1950,181517.96754297276
1951,243551.6704642029
1952,223259.5092240033
1953,171266.91284270465
1954,182881.29882811467
1955,136922.1157081289
1956,284989.89164632524
1957,148207.39153736585
1958,284531.1947068882
1959,142091.5599091524
1960,113970.9088723787
1961,116210.09433573169
1962,100734.16910875411
1963,96289.48992533471
1964,107223.7652332455
1965,151421.32563422676
1966,138848.31425220164
1967,281139.029671953
1968,433091.4251681985
1969,363309.0885437776
1970,421561.5879775811
1971,450092.3203188053
1972,382154.9933919652
1973,275466.72564699507
1974,315663.5395314434
1975,410511.44110874087
1976,274873.70771519386
1977,371179.41276323795
1978,377684.7318844278
1979,343939.25555646844
1980,202765.16129157512
1981,340677.5280291091
1982,221641.77158132827
1983,209433.26643124715
1984,171732.62031515402
1985,219847.5016872653
1986,210927.19438129666
1987,179955.18237308008
1988,182881.29882811467
1989,191095.7600984488
1990,214317.0985566986
1991,237061.6598724143
1992,214763.99698609888
1993,173280.84224233724
1994,234529.28076349726
1995,186359.63612048523
1996,257778.96374498916
1997,328929.58573663334
1998,356156.8331900117
1999,274679.5472240669
2000,324150.531911302
2001,277585.01262800687
2002,242328.44554487534
2003,259603.32176350584
2004,275982.76631422935
2005,208009.29097821977
2006,218270.00772561753
2007,253303.0792028978
2008,213510.8208457435
2009,192681.07534392455
2010,193304.00916517392
2011,133835.85779224735
2012,176364.97670446546
2013,182881.29882811467
2014,188471.19438239816
2015,194395.43692342265
2016,191394.3564801813
2017,192642.59214838123
2018,127696.49813214959
2019,138840.7269187142
2020,108433.88152426899
2021,105852.24504492487
2022,181450.10149101997
2023,146271.87968452027
2024,281280.50065225095
2025,324884.69640576956
2026,175648.50266666303
2027,155354.21776517841
2028,157235.52839070145
2029,169977.8026917706
2030,261734.88048148723
2031,229695.16834167286
2032,247375.60017229154
2033,248090.23493372797
2034,170071.32674314847
2035,209478.01035962984
2036,186455.87070505213
2037,208735.68990741146
2038,278959.1831635209
2039,202001.5615626639
2040,308380.5756258805
2041,284317.31453941396
2042,202150.7315362001
2043,177051.3700595352
2044,169961.70288473772
2045,216967.37806731294
2046,146088.49451096382
2047,147327.3010292204
2048,138680.27749467126
2049,134306.68587532366
2050,174269.12273405935
2051,108090.08283591797
2052,124239.8056371863
2053,146067.63094377203
2054,81397.47423238798
2055,149990.20655808045
2056,145413.42700735215
2057,115752.54092501421
2058,221247.4033686034
2059,134640.69010744165
2060,173456.56375604053
2061,177158.12719468962
2062,132961.88529623402
2063,118527.58197358053
2064,139121.08298776488
2065,117525.93106644186
2066,166961.48917858567
2067,117016.30223510369
2068,138754.34781524254
2069,83322.9316497223
2070,106314.2872897396
2071,103783.5636683192
2072,132964.92798234566
2073,140524.78083864108
2074,167609.50013043176
2075,142212.13988860376
2076,123694.27330957176
2077,156816.08902188437
2078,133295.751338789
2079,136655.05330593456
2080,119351.4160544414
